Id,Label
1811564,ALICIA
1808769,AUTOMATED VOICE
1807832,BEN
1812823,BOHEMIAN GIRL #1
1813245,BOYFRIEND
1810043,BRIDGE COP
1811728,BUSINESSMAN
1810287,CHIEF FIREMAN
1810007,COP
1808403,DEBBIE
1809077,DOCTOR
1813428,DOOM
1811547,ERNIE
1813255,GIRLFRIEND
1813220,IN
1811734,INTO
1808258,JOHNNY
1808090,LEONARD
1811562,MASTERS
1810431,NED CECIL
1812311,NEWSCASTER
1809124,NURSE
1813960,OLD LADY
1812816,PATRON
1807824,REED
1809037,REPORTER #1
1809044,REPORTER #2
1809054,REPORTER #3
1809116,SEXY NURSE
1807915,SHADOWED FIGURE
1807975,SUE
1811451,THE THING
1814110,THING
1808485,TO
1810360,VARIOUS REPORTERS
1807934,VICTOR
1811427,WOMAN
