Id,Label
2062422,ANTON
2062043,ANTONIO
2063871,ASSISTANT
2062667,CAESAR
2065602,DETECTIVE
2064002,DETECTIVE HUGO
2061784,DIRECTOR JOSEF
2062879,EUGENE
2062487,FATHER
2062170,GENETICIST
2062737,GERMAN
2065698,HUGO
2063859,INVESTIGATOR
2063432,IRENE
2061787,JEROME
2064816,JOHN
2061831,LAMAR
2061958,MARIA
2064112,MEDICAL DIRECTOR
2063675,MICHAEL
2065266,MISSION COMMANDER
2062473,MOTHER
2064129,NAPOLEON
2061955,NURSE
2062702,OWNER
2063186,TECHNICIAN
2064822,VALERIE
2062432,VINCENT
2063699,WAITRESS
2063616,YOUNG WOMAN
