Source,Target,Weight
554174,553959,2.0
554174,553211,1.0
558234,558245,1.0
558234,553544,1.0
558234,558290,1.0
558234,554307,1.0
553258,553915,1.0
553258,553544,1.0
557125,553626,1.0
557125,557200,1.0
557125,553707,2.0
557125,557176,1.0
557125,554307,1.0
558245,553544,1.0
558245,558290,1.0
558245,554307,1.0
553800,553915,1.0
553800,553258,1.0
553800,553544,1.0
553800,553626,1.0
556812,554707,1.0
556812,556478,1.0
556812,556915,1.0
553191,553915,1.0
553191,553258,1.0
553191,553800,1.0
553191,553544,3.0
553191,553713,1.0
553191,553959,1.0
553191,557429,1.0
553191,554422,2.0
553191,555612,1.0
553191,555583,1.0
553191,553794,1.0
553191,557376,1.0
553191,557392,1.0
553975,553959,5.0
553975,554524,2.0
553975,556156,1.0
553975,554441,2.0
553975,554381,2.0
553544,553915,1.0
553544,553592,1.0
553544,553626,5.0
553544,558009,1.0
553544,557576,1.0
553544,554422,1.0
553544,555612,1.0
553544,553211,9.0
553544,555583,1.0
553544,553707,5.0
553544,557594,1.0
554193,557125,1.0
554193,553191,2.0
554193,553544,1.0
554193,553959,2.0
554193,555583,1.0
554193,553707,2.0
554193,557376,1.0
553713,553915,1.0
553713,553258,1.0
553713,553800,1.0
553713,553975,1.0
553713,553544,1.0
553713,553959,1.0
553713,553626,1.0
553713,553941,1.0
553713,553211,1.0
553713,553794,1.0
553694,553915,1.0
553694,553258,1.0
553694,553800,1.0
553694,553191,1.0
553694,553544,1.0
553694,553713,1.0
553694,553626,1.0
553694,553211,1.0
553694,553707,1.0
553694,553794,1.0
553959,553800,1.0
553959,553544,1.0
553959,555752,1.0
553959,554150,1.0
553959,554459,1.0
553959,555368,1.0
553959,555693,1.0
553959,556156,1.0
553959,554422,4.0
553959,553941,4.0
553959,553707,1.0
553959,553403,1.0
558290,553544,1.0
558290,554307,1.0
556295,554193,1.0
554707,553191,1.0
554707,554193,1.0
554707,553959,1.0
554707,556478,1.0
554707,556915,1.0
553626,553915,1.0
553626,553258,1.0
