Id,Label
2210004,ATTENDANT
2207370,BELLBOY
2202840,BEN
2206850,BENMR ROBINSON
2202922,CAPTAIN
2208546,CARL
2209874,CARTER
2205163,CLERK
2210293,DRIVER
2206881,ELAINE
2209835,FRAT BROTHER #2
2203191,LADY 1
2203195,LADY 2
2203199,LADY 3
2208142,LADY RECEPTIONIST NO 1
2209870,MAN AT SINK
2204360,MR ARNOLD
2203016,MR BRADDOCK
2203111,MR CARLSON
2203163,MR LOOMIS
2203217,MR MCQUIRE
2204049,MR ROBINSON
2203075,MRS BRADDOCK
2203115,MRS CARLSON
2203304,MRS ROBINSON
2204660,MRS SINGLEMAN
2207108,STRIPPER
2207383,VOICE #1
2207386,VOICE #2
2207403,VOICE #3
2207406,VOICE #4
2206954,WAITER #2
2209785,WOMAN
2203277,WOMAN #1
