Id,Label
4943545,ASHER
4942662,BARTENDER
4942806,BLACK MAN
4943131,CARPENTER
4938349,CASHIER
4946723,COLTON
4944806,COP
4939924,COSTA
4939399,COUNCILMAN #1
4939408,COUNCILMAN #2
4938382,DAN
4939092,DIRECTOR GILLET
4945131,DOCTOR
4943403,ELEGANT WOMAN
4944621,GIRL #1
4944643,GIRL #2
4944647,GIRL #3
4938935,GRACE
4938846,INSPECTOR LAVAL
4938893,INSPECTOR REYNAUD
4938344,MARTIN
4939218,MEDICAL EXAMINER
4941555,MRS ASHER
4943449,OLDER MAN
4946888,PREGNANT WOMAN
4946471,SENIOR AGENT
4944252,SERGEANT
4940635,SUPER
4941497,YOUNG DETECTIVE
