Id,Label
1190786,ANOTHER GIRL
1188824,ANOTHER HIRELING
1187401,ANOTHER VOICE
1194906,ASSISTANT
1188353,BERNSTEIN
1187771,BERTHA
1189152,CARTER
1186812,CHARLES FOSTER KANE
1188779,CITY EDITOR
1193913,DR COREY
1191903,EMILY
1191171,FOREMAN
1194587,FRED
1190691,GEORGIE
1195010,GIRL
1187822,GUARD
1187010,INVESTIGATOR
1192167,JUNIOR
1188043,KANE
1187927,KANE SR
1194593,KATHERINE
1189381,LELAND
1194391,MARIE
1193698,MATISTI
1188399,MIKE
1186972,MILES"
1188574,MISS ANDERSON
1190296,MISS TOWNSEND
1187897,MRS KANE
1186824,NARRATOR
1193084,NURSE
1190783,ONE OF THE GIRLS
1189874,PHOTOGRAPHER
1191064,PRESIDENT
1187414,RAWLSTON
1193876,RAYMOND
1191217,REILLY
1192308,ROGERS
1194958,SECOND ASSISTANT
1195014,SECOND NEWSPAPERMAN
1189458,SMATHERS
1187431,SOMEBODY
1187069,SPEAKER
1190129,STEWARD
1187642,SUSAN
1187006,THATCHER
1187631,THE CAPTAIN
1192231,THE DRIVER
1192285,THE MAID
1190101,THE OFFICIAL
1191084,THE PRESIDENT
1187383,THE VOICE
1187714,THE WAITER
1187351,THIRD MAN
1194916,THIRD NEWSPAPERMAN
1187357,THOMPSON
