Id,Label
2660410,BEDROOM
2656774,CHIEF NYBACK
2657053,CORONER
2656656,ELLIE
2657951,FARRELL
2658222,FOG
2659025,FRANCIS
2656999,FRED
2656571,HAP
2658945,LONNIE
2659643,MAN
2656659,MR ANGSTROM
2658934,NURSE
2661808,OFFICER
2659126,OFFICER #1
2660649,OLD LADY
2656650,OLD MAN
2662233,PAUSE
2656610,PILOT
2657159,RACHEL
2657619,RANDY
2661153,RECORDED VOICE
2661902,RICH
2659616,SECRETARY
2658235,SUDDENLY
2660030,TANYA
2661012,TICKET TAKER
2660442,WALTER
2660600,WALTER BYRD
2658575,WARFIELD
2656587,WILL
2660634,WOMAN
